Block Group,Census Tract,County,Estimated Population,Median Age,Median Household Income,Female:!!Service occupations:!!Food preparation and serving related occupations,"$100,000 to $124,999",State Code,County Code,Block Group Code
Block Group 3,Census Tract 170.15,Orange County,1763,42.4,111250,,,12,095,017015
Block Group 4,Census Tract 170.15,Orange County,1434,33.6,57878,,,12,095,017015
Block Group 1,Census Tract 170.18,Orange County,3185,40.0,72239,,,12,095,017018
Block Group 2,Census Tract 170.18,Orange County,1711,26.2,36454,,,12,095,017018
Block Group 1,Census Tract 170.19,Orange County,3953,50.7,35529,,,12,095,017019
Block Group 2,Census Tract 170.19,Orange County,1405,46.5,112955,,,12,095,017019
Block Group 1,Census Tract 170.20,Orange County,1676,31.0,69989,,,12,095,017020
Block Group 2,Census Tract 170.20,Orange County,2407,39.4,76417,,,12,095,017020
Block Group 3,Census Tract 170.20,Orange County,641,58.5,110407,,,12,095,017020
Block Group 1,Census Tract 170.21,Orange County,1866,36.2,71150,,,12,095,017021
Block Group 2,Census Tract 170.21,Orange County,315,38.1,80285,,,12,095,017021
Block Group 3,Census Tract 170.21,Orange County,1371,38.0,137886,,,12,095,017021
Block Group 4,Census Tract 170.21,Orange County,1506,50.6,66576,,,12,095,017021
Block Group 1,Census Tract 170.22,Orange County,5236,28.2,46949,,,12,095,017022
Block Group 2,Census Tract 170.22,Orange County,2941,25.2,54200,,,12,095,017022
Block Group 1,Census Tract 170.23,Orange County,0,-666666666.0,-666666666,,,12,095,017023
Block Group 2,Census Tract 170.23,Orange County,125,23.4,-666666666,,,12,095,017023
Block Group 3,Census Tract 170.23,Orange County,1280,27.7,51989,,,12,095,017023
Block Group 1,Census Tract 170.24,Orange County,889,28.9,60288,,,12,095,017024
Block Group 2,Census Tract 170.24,Orange County,961,28.4,63438,,,12,095,017024
Block Group 1,Census Tract 170.25,Orange County,568,25.1,61532,,,12,095,017025
Block Group 2,Census Tract 170.25,Orange County,2971,44.2,97935,,,12,095,017025
Block Group 1,Census Tract 170.26,Orange County,2158,40.7,81595,,,12,095,017026
Block Group 2,Census Tract 170.26,Orange County,1236,54.8,97635,,,12,095,017026
Block Group 3,Census Tract 170.26,Orange County,0,-666666666.0,-666666666,,,12,095,017026
Block Group 1,Census Tract 171.08,Orange County,2993,33.3,77181,,,12,095,017108
Block Group 2,Census Tract 171.08,Orange County,3282,37.1,249706,,,12,095,017108
Block Group 3,Census Tract 171.08,Orange County,3858,40.5,88989,,,12,095,017108
Block Group 1,Census Tract 171.09,Orange County,966,54.2,190804,,,12,095,017109
Block Group 2,Census Tract 171.09,Orange County,2966,51.4,106576,,,12,095,017109
Block Group 3,Census Tract 171.09,Orange County,1778,46.9,99297,,,12,095,017109
Block Group 1,Census Tract 171.10,Orange County,1930,24.9,57174,,,12,095,017110
Block Group 2,Census Tract 171.10,Orange County,1106,27.1,60652,,,12,095,017110
Block Group 3,Census Tract 171.10,Orange County,4041,38.0,122215,,,12,095,017110
Block Group 1,Census Tract 171.11,Orange County,13704,36.4,96976,,,12,095,017111
Block Group 1,Census Tract 171.12,Orange County,3896,39.5,152622,,,12,095,017112
Block Group 2,Census Tract 171.12,Orange County,5387,34.5,81790,,,12,095,017112
Block Group 3,Census Tract 171.12,Orange County,9653,34.4,95985,,,12,095,017112
Block Group 1,Census Tract 171.13,Orange County,2930,40.4,120581,,,12,095,017113
Block Group 2,Census Tract 171.13,Orange County,4930,24.0,116111,,,12,095,017113
Block Group 3,Census Tract 171.13,Orange County,1042,38.3,82983,,,12,095,017113
Block Group 4,Census Tract 171.13,Orange County,5014,38.8,153313,,,12,095,017113
Block Group 1,Census Tract 171.14,Orange County,3149,35.8,92338,,,12,095,017114
Block Group 2,Census Tract 171.14,Orange County,5273,32.9,119073,,,12,095,017114
Block Group 3,Census Tract 171.14,Orange County,1942,27.8,85979,,,12,095,017114
Block Group 1,Census Tract 171.15,Orange County,611,52.3,151625,,,12,095,017115
Block Group 2,Census Tract 171.15,Orange County,2793,45.1,96215,,,12,095,017115
Block Group 1,Census Tract 171.16,Orange County,4203,32.0,161942,,,12,095,017116
Block Group 2,Census Tract 171.16,Orange County,1532,34.3,145781,,,12,095,017116
Block Group 3,Census Tract 171.16,Orange County,2342,35.2,149833,,,12,095,017116
Block Group 1,Census Tract 171.17,Orange County,2156,53.7,127036,,,12,095,017117
Block Group 2,Census Tract 171.17,Orange County,2151,27.0,94258,,,12,095,017117
Block Group 3,Census Tract 171.17,Orange County,1655,32.8,95392,,,12,095,017117
Block Group 4,Census Tract 171.17,Orange County,1349,40.2,-666666666,,,12,095,017117
Block Group 1,Census Tract 171.18,Orange County,1202,40.2,113750,,,12,095,017118
Block Group 2,Census Tract 171.18,Orange County,2417,44.4,135431,,,12,095,017118
Block Group 1,Census Tract 171.19,Orange County,2576,44.3,106739,,,12,095,017119
Block Group 1,Census Tract 171.20,Orange County,3732,44.8,198672,,,12,095,017120
Block Group 2,Census Tract 171.20,Orange County,2862,39.6,97969,,,12,095,017120
Block Group 1,Census Tract 171.21,Orange County,703,57.0,125163,,,12,095,017121
Block Group 2,Census Tract 171.21,Orange County,1979,39.5,36268,,,12,095,017121
Block Group 1,Census Tract 171.22,Orange County,2760,40.5,125529,,,12,095,017122
Block Group 1,Census Tract 171.23,Orange County,4286,36.4,147104,,,12,095,017123
Block Group 1,Census Tract 172,Orange County,3417,42.3,100156,,,12,095,017200
Block Group 2,Census Tract 172,Orange County,1690,37.6,69241,,,12,095,017200
Block Group 1,Census Tract 173.01,Orange County,2897,41.0,67861,,,12,095,017301
Block Group 1,Census Tract 173.02,Orange County,649,44.5,-666666666,,,12,095,017302
Block Group 2,Census Tract 173.02,Orange County,2132,63.1,66875,,,12,095,017302
Block Group 3,Census Tract 173.02,Orange County,4188,31.6,36571,,,12,095,017302
Block Group 4,Census Tract 173.02,Orange County,1526,28.8,53168,,,12,095,017302
Block Group 1,Census Tract 174.01,Orange County,1471,55.6,73184,,,12,095,017401
Block Group 2,Census Tract 174.01,Orange County,1606,32.3,116190,,,12,095,017401
Block Group 3,Census Tract 174.01,Orange County,2639,38.6,79250,,,12,095,017401
Block Group 4,Census Tract 174.01,Orange County,1553,47.8,90065,,,12,095,017401
Block Group 1,Census Tract 174.02,Orange County,1219,45.7,38823,,,12,095,017402
Block Group 2,Census Tract 174.02,Orange County,1070,35.1,-666666666,,,12,095,017402
Block Group 3,Census Tract 174.02,Orange County,3351,33.0,44540,,,12,095,017402
Block Group 1,Census Tract 175.03,Orange County,1288,38.0,30304,,,12,095,017503
Block Group 2,Census Tract 175.03,Orange County,2182,29.6,38024,,,12,095,017503
Block Group 3,Census Tract 175.03,Orange County,649,22.0,-666666666,,,12,095,017503
Block Group 4,Census Tract 175.03,Orange County,2324,48.9,68782,,,12,095,017503
Block Group 1,Census Tract 175.04,Orange County,1322,50.4,43030,,,12,095,017504
Block Group 2,Census Tract 175.04,Orange County,2199,33.1,55349,,,12,095,017504
Block Group 3,Census Tract 175.04,Orange County,2185,38.6,72250,,,12,095,017504
Block Group 4,Census Tract 175.04,Orange County,4021,38.5,62010,,,12,095,017504
Block Group 1,Census Tract 175.05,Orange County,5574,30.7,57021,,,12,095,017505
Block Group 1,Census Tract 175.06,Orange County,1957,31.6,88761,,,12,095,017506
Block Group 2,Census Tract 175.06,Orange County,4946,35.6,62936,,,12,095,017506
Block Group 3,Census Tract 175.06,Orange County,2393,36.6,125858,,,12,095,017506
Block Group 4,Census Tract 175.06,Orange County,1710,43.1,118333,,,12,095,017506
Block Group 1,Census Tract 176,Orange County,2024,26.4,49654,,,12,095,017600
Block Group 2,Census Tract 176,Orange County,1091,24.2,28333,,,12,095,017600
Block Group 3,Census Tract 176,Orange County,2339,40.8,41090,,,12,095,017600
Block Group 1,Census Tract 177.01,Orange County,1456,35.2,98594,,,12,095,017701
Block Group 2,Census Tract 177.01,Orange County,3335,37.5,107813,,,12,095,017701
Block Group 3,Census Tract 177.01,Orange County,2230,26.7,44162,,,12,095,017701
Block Group 1,Census Tract 177.02,Orange County,2492,43.5,91563,,,12,095,017702
Block Group 1,Census Tract 177.03,Orange County,2054,44.3,35156,,,12,095,017703
Block Group 2,Census Tract 177.03,Orange County,1411,27.6,63015,,,12,095,017703
Block Group 3,Census Tract 177.03,Orange County,1115,41.6,-666666666,,,12,095,017703
Block Group 1,Census Tract 178.05,Orange County,3005,48.1,89514,,,12,095,017805
Block Group 1,Census Tract 178.06,Orange County,2503,45.0,81080,,,12,095,017806
Block Group 2,Census Tract 178.06,Orange County,3050,44.2,104621,,,12,095,017806
Block Group 1,Census Tract 178.07,Orange County,2334,37.5,66912,,,12,095,017807
Block Group 2,Census Tract 178.07,Orange County,2106,40.2,46130,,,12,095,017807
Block Group 1,Census Tract 178.08,Orange County,2736,48.0,147953,,,12,095,017808
Block Group 2,Census Tract 178.08,Orange County,1099,53.1,68571,,,12,095,017808
Block Group 1,Census Tract 178.09,Orange County,3181,41.4,86125,,,12,095,017809
Block Group 1,Census Tract 178.10,Orange County,2462,45.0,-666666666,,,12,095,017810
Block Group 2,Census Tract 178.10,Orange County,1958,30.3,45795,,,12,095,017810
Block Group 1,Census Tract 178.11,Orange County,1938,41.2,92313,,,12,095,017811
Block Group 2,Census Tract 178.11,Orange County,1460,45.2,178837,,,12,095,017811
Block Group 1,Census Tract 178.12,Orange County,3353,36.4,99470,,,12,095,017812
Block Group 2,Census Tract 178.12,Orange County,2072,54.3,118796,,,12,095,017812
Block Group 3,Census Tract 178.12,Orange County,2335,51.4,44148,,,12,095,017812
Block Group 1,Census Tract 178.13,Orange County,1403,41.7,140147,,,12,095,017813
Block Group 1,Census Tract 178.14,Orange County,1772,36.4,69188,,,12,095,017814
Block Group 2,Census Tract 178.14,Orange County,5559,43.0,116944,,,12,095,017814
Block Group 1,Census Tract 179.01,Orange County,2431,38.7,87857,,,12,095,017901
Block Group 2,Census Tract 179.01,Orange County,2141,42.5,91498,,,12,095,017901
Block Group 1,Census Tract 179.02,Orange County,3796,42.9,81458,,,12,095,017902
Block Group 2,Census Tract 179.02,Orange County,858,57.1,151250,,,12,095,017902
Block Group 3,Census Tract 179.02,Orange County,1514,70.0,43239,,,12,095,017902
Block Group 4,Census Tract 179.02,Orange County,984,42.9,-666666666,,,12,095,017902
Block Group 1,Census Tract 180,Orange County,1198,38.4,31635,,,12,095,018000
Block Group 2,Census Tract 180,Orange County,2416,39.9,45396,,,12,095,018000
Block Group 1,Census Tract 181,Orange County,2338,39.7,69934,,,12,095,018100
Block Group 2,Census Tract 181,Orange County,458,39.7,70481,,,12,095,018100
Block Group 1,Census Tract 182.01,Orange County,2944,40.7,232344,,,12,095,018201
Block Group 2,Census Tract 182.01,Orange County,2044,34.7,83165,,,12,095,018201
Block Group 1,Census Tract 182.02,Orange County,3052,34.6,115797,,,12,095,018202
Block Group 2,Census Tract 182.02,Orange County,1253,34.3,99386,,,12,095,018202
Block Group 1,Census Tract 182.03,Orange County,1501,44.1,58052,,,12,095,018203
Block Group 1,Census Tract 182.04,Orange County,1947,40.1,61426,,,12,095,018204
Block Group 1,Census Tract 183,Orange County,1136,54.7,68125,,,12,095,018300
Block Group 2,Census Tract 183,Orange County,932,45.3,69458,,,12,095,018300
Block Group 3,Census Tract 183,Orange County,465,49.5,14736,,,12,095,018300
Block Group 1,Census Tract 184,Orange County,1229,45.1,58661,,,12,095,018400
Block Group 2,Census Tract 184,Orange County,1212,27.5,83333,,,12,095,018400
Block Group 1,Census Tract 185,Orange County,1724,38.8,52500,,,12,095,018500
Block Group 2,Census Tract 185,Orange County,308,56.3,39041,,,12,095,018500
Block Group 3,Census Tract 185,Orange County,1327,29.3,52333,,,12,095,018500
Block Group 1,Census Tract 187,Orange County,1576,51.9,233000,,,12,095,018700
Block Group 2,Census Tract 187,Orange County,2574,29.8,17951,,,12,095,018700
Block Group 3,Census Tract 187,Orange County,1517,32.4,19740,,,12,095,018700
Block Group 4,Census Tract 187,Orange County,365,56.2,-666666666,,,12,095,018700
Block Group 1,Census Tract 188,Orange County,1607,30.8,62058,,,12,095,018800
Block Group 2,Census Tract 188,Orange County,944,38.6,71118,,,12,095,018800
Block Group 3,Census Tract 188,Orange County,961,34.2,-666666666,,,12,095,018800
Block Group 4,Census Tract 188,Orange County,1445,29.9,65698,,,12,095,018800
Block Group 1,Census Tract 189.01,Orange County,1050,46.5,-666666666,,,12,095,018901
Block Group 2,Census Tract 189.01,Orange County,661,57.4,-666666666,,,12,095,018901
Block Group 3,Census Tract 189.01,Orange County,577,41.3,-666666666,,,12,095,018901
Block Group 4,Census Tract 189.01,Orange County,425,37.6,-666666666,,,12,095,018901
Block Group 1,Census Tract 189.02,Orange County,1110,31.0,92971,,,12,095,018902
Block Group 2,Census Tract 189.02,Orange County,1652,36.8,106219,,,12,095,018902
Block Group 3,Census Tract 189.02,Orange County,1797,54.1,49934,,,12,095,018902
Block Group 1,Census Tract 190,Orange County,1320,48.0,50125,,,12,095,019000
Block Group 2,Census Tract 190,Orange County,893,35.7,79779,,,12,095,019000
Block Group 3,Census Tract 190,Orange County,1566,57.6,60694,,,12,095,019000
Block Group 0,Census Tract 9900,Orange County,0,-666666666.0,-666666666,,,12,095,990000
Block Group 1,Census Tract 408.01,Osceola County,1534,36.2,63922,,,12,097,040801
Block Group 1,Census Tract 408.05,Osceola County,1631,38.5,85553,,,12,097,040805
Block Group 1,Census Tract 408.06,Osceola County,1711,52.6,69257,,,12,097,040806
Block Group 2,Census Tract 408.06,Osceola County,0,-666666666.0,-666666666,,,12,097,040806
Block Group 1,Census Tract 408.07,Osceola County,1949,44.1,120439,,,12,097,040807
Block Group 2,Census Tract 408.07,Osceola County,959,27.2,47108,,,12,097,040807
Block Group 3,Census Tract 408.07,Osceola County,1476,51.8,90988,,,12,097,040807
Block Group 1,Census Tract 408.08,Osceola County,1728,44.9,99352,,,12,097,040808
Block Group 2,Census Tract 408.08,Osceola County,6111,30.9,91434,,,12,097,040808
Block Group 1,Census Tract 408.09,Osceola County,762,40.4,60654,,,12,097,040809
Block Group 2,Census Tract 408.09,Osceola County,2105,33.8,66023,,,12,097,040809
Block Group 1,Census Tract 408.10,Osceola County,3230,32.5,48443,,,12,097,040810
Block Group 1,Census Tract 408.11,Osceola County,2354,28.0,54145,,,12,097,040811
Block Group 2,Census Tract 408.11,Osceola County,1998,37.4,60625,,,12,097,040811
Block Group 3,Census Tract 408.11,Osceola County,1175,38.6,53047,,,12,097,040811
Block Group 1,Census Tract 408.12,Osceola County,1183,25.2,49419,,,12,097,040812
Block Group 2,Census Tract 408.12,Osceola County,3336,34.4,86420,,,12,097,040812
Block Group 1,Census Tract 409.01,Osceola County,2079,40.5,73125,,,12,097,040901
Block Group 2,Census Tract 409.01,Osceola County,2708,44.0,60000,,,12,097,040901
Block Group 1,Census Tract 409.03,Osceola County,3854,33.2,58538,,,12,097,040903
Block Group 2,Census Tract 409.03,Osceola County,751,28.4,27031,,,12,097,040903
Block Group 1,Census Tract 409.04,Osceola County,2905,32.3,45588,,,12,097,040904
Block Group 2,Census Tract 409.04,Osceola County,2892,44.9,42747,,,12,097,040904
Block Group 1,Census Tract 410.03,Osceola County,2283,43.4,41089,,,12,097,041003
Block Group 2,Census Tract 410.03,Osceola County,5781,30.6,69200,,,12,097,041003
Block Group 1,Census Tract 410.04,Osceola County,1407,38.7,61318,,,12,097,041004
Block Group 2,Census Tract 410.04,Osceola County,2736,40.6,68026,,,12,097,041004
Block Group 3,Census Tract 410.04,Osceola County,2123,32.7,63565,,,12,097,041004
Block Group 1,Census Tract 410.05,Osceola County,642,63.2,50990,,,12,097,041005
Block Group 2,Census Tract 410.05,Osceola County,873,80.3,-666666666,,,12,097,041005
Block Group 3,Census Tract 410.05,Osceola County,837,43.9,36345,,,12,097,041005
Block Group 1,Census Tract 410.06,Osceola County,5052,33.3,69742,,,12,097,041006
Block Group 2,Census Tract 410.06,Osceola County,4688,37.7,68214,,,12,097,041006
Block Group 1,Census Tract 411.01,Osceola County,948,57.0,43175,,,12,097,041101
Block Group 2,Census Tract 411.01,Osceola County,6471,29.0,43988,,,12,097,041101
Block Group 3,Census Tract 411.01,Osceola County,1276,34.2,50844,,,12,097,041101
Block Group 4,Census Tract 411.01,Osceola County,770,27.6,72188,,,12,097,041101
Block Group 1,Census Tract 411.02,Osceola County,3309,37.8,55033,,,12,097,041102
Block Group 2,Census Tract 411.02,Osceola County,3383,30.4,60913,,,12,097,041102
Block Group 3,Census Tract 411.02,Osceola County,4610,41.2,65293,,,12,097,041102
Block Group 1,Census Tract 413.01,Osceola County,2201,32.3,42093,,,12,097,041301
Block Group 2,Census Tract 413.01,Osceola County,6478,30.8,57689,,,12,097,041301
Block Group 1,Census Tract 413.02,Osceola County,1660,26.1,44075,,,12,097,041302
Block Group 2,Census Tract 413.02,Osceola County,3971,42.7,41429,,,12,097,041302
Block Group 3,Census Tract 413.02,Osceola County,3333,40.2,58567,,,12,097,041302
Block Group 1,Census Tract 415.01,Osceola County,1224,48.6,-666666666,,,12,097,041501
Block Group 2,Census Tract 415.01,Osceola County,4365,32.9,64087,,,12,097,041501
Block Group 3,Census Tract 415.01,Osceola County,999,63.4,78659,,,12,097,041501
Block Group 1,Census Tract 415.02,Osceola County,3549,53.8,60486,,,12,097,041502
Block Group 2,Census Tract 415.02,Osceola County,7291,37.3,82435,,,12,097,041502
Block Group 1,Census Tract 416,Osceola County,1066,41.7,30375,,,12,097,041600
Block Group 2,Census Tract 416,Osceola County,80,76.0,-666666666,,,12,097,041600
Block Group 3,Census Tract 416,Osceola County,2258,32.2,60875,,,12,097,041600
Block Group 4,Census Tract 416,Osceola County,721,40.0,29926,,,12,097,041600
Block Group 1,Census Tract 417,Osceola County,1682,32.5,44659,,,12,097,041700
Block Group 2,Census Tract 417,Osceola County,564,29.6,53229,,,12,097,041700
Block Group 3,Census Tract 417,Osceola County,987,39.9,40938,,,12,097,041700
Block Group 4,Census Tract 417,Osceola County,2531,30.7,45337,,,12,097,041700
Block Group 1,Census Tract 418,Osceola County,843,41.5,35083,,,12,097,041800
Block Group 2,Census Tract 418,Osceola County,2571,33.7,39856,,,12,097,041800
